title,listed_in,description,content
The Green Hornet,"Action & Adventure, Comedies","A hard-partying heir dons a disguise to fight crime after hours. But with no talents or skills, he relies on his friend, a martial-arts genius.","Title: The Green Hornet | Genre: Action & Adventure, Comedies | Description: A hard-partying heir dons a disguise to fight crime after hours. But with no talents or skills, he relies on his friend, a martial-arts genius."
The Guild,TV Comedies,Fantasy and reality collide when a surprisingly diverse group of online video-game addicts struggle to balance the game with personal relationships.,Title: The Guild | Genre: TV Comedies | Description: Fantasy and reality collide when a surprisingly diverse group of online video-game addicts struggle to balance the game with personal relationships.
The Hatred,Horror Movies,Four young women head to a country house for an idyllic weekend retreat. But what lies in store for them is far from the dreamy getaway they imagined.,Title: The Hatred | Genre: Horror Movies | Description: Four young women head to a country house for an idyllic weekend retreat. But what lies in store for them is far from the dreamy getaway they imagined.
The Haunting of Molly Hartley,"Horror Movies, Thrillers","A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her.","Title: The Haunting of Molly Hartley | Genre: Horror Movies, Thrillers | Description: A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her."
The Healer,"Children & Family Movies, Dramas, Faith & Spirituality","A handyman who has hit rock bottom agrees to live with his distant uncle, who insists that his ability to fix things extends beyond the repair shop.","Title: The Healer | Genre: Children & Family Movies, Dramas, Faith & Spirituality | Description: A handyman who has hit rock bottom agrees to live with his distant uncle, who insists that his ability to fix things extends beyond the repair shop."
The Heat: A Kitchen (R)evolution,Documentaries,Seven female chefs describe what it’s like breaking into the restaurant industry's notorious boys' club.,Title: The Heat: A Kitchen (R)evolution | Genre: Documentaries | Description: Seven female chefs describe what it’s like breaking into the restaurant industry's notorious boys' club.
The Help,Dramas,"A young, white writer stirs up the status quo in 1960s Mississippi by interviewing Black housemaids and bringing their stories to the masses.","Title: The Help | Genre: Dramas | Description: A young, white writer stirs up the status quo in 1960s Mississippi by interviewing Black housemaids and bringing their stories to the masses."
The Heretics,Horror Movies,A withdrawn young woman hunted by a malicious cult is abducted by a brooding stranger and undergoes a bizarre transformation.,Title: The Heretics | Genre: Horror Movies | Description: A withdrawn young woman hunted by a malicious cult is abducted by a brooding stranger and undergoes a bizarre transformation.
The Heroes of Evil,"Dramas, International Movies","Three teenage misfits find camaraderie in sex, violence and petty crime. But what starts as a lark soon threatens to damage them beyond repair.","Title: The Heroes of Evil | Genre: Dramas, International Movies | Description: Three teenage misfits find camaraderie in sex, violence and petty crime. But what starts as a lark soon threatens to damage them beyond repair."
The Heyday of the Insensitive Bastards,"Dramas, Independent Movies",An all-star cast brings to life the short stories of author Robert Boswell in this anthology series of vignettes set in modern-day America.,"Title: The Heyday of the Insensitive Bastards | Genre: Dramas, Independent Movies | Description: An all-star cast brings to life the short stories of author Robert Boswell in this anthology series of vignettes set in modern-day America."
The Hollow Point,Action & Adventure,New straight-arrow sheriff Wallace finds he must join forces with brutal ex-lawman Leland to protect a troubled border town from a cartel hit man.,Title: The Hollow Point | Genre: Action & Adventure | Description: New straight-arrow sheriff Wallace finds he must join forces with brutal ex-lawman Leland to protect a troubled border town from a cartel hit man.
The Holy Man,"Comedies, Faith & Spirituality, International Movies","Formerly a troubled youth, a monk is given charge of a Buddhist temple neglected by superstitious villagers under the spell of a fake psychic.","Title: The Holy Man | Genre: Comedies, Faith & Spirituality, International Movies | Description: Formerly a troubled youth, a monk is given charge of a Buddhist temple neglected by superstitious villagers under the spell of a fake psychic."
The Homecoming,"International TV Shows, Korean TV Shows, Reality TV","Panelists from the Korean show ""Abnormal Summit"" lead cast mates on tours of their home countries, including China, Nepal, Italy, Canada and France.","Title: The Homecoming | Genre: International TV Shows, Korean TV Shows, Reality TV | Description: Panelists from the Korean show ""Abnormal Summit"" lead cast mates on tours of their home countries, including China, Nepal, Italy, Canada and France."
The House on Coco Road,Documentaries,"This film chronicles the journey of Fannie Haughton, an Oakland activist who fled to Grenada with her family just prior to the U.S. invasion in 1983.","Title: The House on Coco Road | Genre: Documentaries | Description: This film chronicles the journey of Fannie Haughton, an Oakland activist who fled to Grenada with her family just prior to the U.S. invasion in 1983."
The House That Made Me,"International TV Shows, Reality TV","With host Vinay Pathak, Indian celebrities return to their childhood homes to reconnect with the past and share stories of their journey to success.","Title: The House That Made Me | Genre: International TV Shows, Reality TV | Description: With host Vinay Pathak, Indian celebrities return to their childhood homes to reconnect with the past and share stories of their journey to success."
The Human Factor: The Untold Story of the Bombay Film Orchestras,"Documentaries, International Movies, Music & Musicals",A family of Parsi musicians collectively works for over 60 years scoring the orchestral soundtracks for some of Bollywood's most memorable films.,"Title: The Human Factor: The Untold Story of the Bombay Film Orchestras | Genre: Documentaries, International Movies, Music & Musicals | Description: A family of Parsi musicians collectively works for over 60 years scoring the orchestral soundtracks for some of Bollywood's most memorable films."
The Humanity Bureau,"Action & Adventure, Sci-Fi & Fantasy","In a dystopian, near-future United States, a deportation caseworker who has begun to question authority tries to safeguard a woman and her young son.","Title: The Humanity Bureau | Genre: Action & Adventure, Sci-Fi & Fantasy | Description: In a dystopian, near-future United States, a deportation caseworker who has begun to question authority tries to safeguard a woman and her young son."
The Hundred-Foot Journey,"Comedies, Dramas","A chef and his family leave India to open an eatery in the south of France, where they clash with the haughty restaurateur across the street.","Title: The Hundred-Foot Journey | Genre: Comedies, Dramas | Description: A chef and his family leave India to open an eatery in the south of France, where they clash with the haughty restaurateur across the street."
The Hunt,"British TV Shows, Docuseries, Science & Nature TV","Witness some of the most riveting showdowns in the animal kingdom as cameras capture leopards, polar bears and other predators targeting their prey.","Title: The Hunt | Genre: British TV Shows, Docuseries, Science & Nature TV | Description: Witness some of the most riveting showdowns in the animal kingdom as cameras capture leopards, polar bears and other predators targeting their prey."
The Hurricane Heist,Action & Adventure,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.,Title: The Hurricane Heist | Genre: Action & Adventure | Description: A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.
The Hurt Business,"Documentaries, Sports Movies","Featuring legendary and up-and-coming MMA fighters, this documentary details the history of the brutal sport and the fighters' struggles and triumphs.","Title: The Hurt Business | Genre: Documentaries, Sports Movies | Description: Featuring legendary and up-and-coming MMA fighters, this documentary details the history of the brutal sport and the fighters' struggles and triumphs."
The Imaginarium of Doctor Parnassus,"Action & Adventure, Sci-Fi & Fantasy","When a deal with the devil comes due, the immortal Doctor Parnassus must renegotiate the pact to save his daughter and right the wrongs of his past.","Title: The Imaginarium of Doctor Parnassus | Genre: Action & Adventure, Sci-Fi & Fantasy | Description: When a deal with the devil comes due, the immortal Doctor Parnassus must renegotiate the pact to save his daughter and right the wrongs of his past."
The Inbetweeners,"British TV Shows, TV Comedies",This rib-tickling series follows four English lads as they try – and fail spectacularly – to navigate the wretched no-man's land of adolescence.,"Title: The Inbetweeners | Genre: British TV Shows, TV Comedies | Description: This rib-tickling series follows four English lads as they try – and fail spectacularly – to navigate the wretched no-man's land of adolescence."
The Incident,"International Movies, Sci-Fi & Fantasy, Thrillers","Two criminals race down a stairwell, a cop close behind. A bickering family begins a road trip. Their journeys will take far longer than expected.","Title: The Incident | Genre: International Movies, Sci-Fi & Fantasy, Thrillers | Description: Two criminals race down a stairwell, a cop close behind. A bickering family begins a road trip. Their journeys will take far longer than expected."
The Incredible Story of the Giant Pear,Children & Family Movies,"Sebastian the elephant and his feline friend Mithco sail on a gigantic peach to rescue Sunnytown's beloved mayor, who's stranded on a mysterious island.","Title: The Incredible Story of the Giant Pear | Genre: Children & Family Movies | Description: Sebastian the elephant and his feline friend Mithco sail on a gigantic peach to rescue Sunnytown's beloved mayor, who's stranded on a mysterious island."
The Incredibles 2,"Children & Family Movies, Comedies","When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting.","Title: The Incredibles 2 | Genre: Children & Family Movies, Comedies | Description: When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting."
The Indian in the Cupboard,"Children & Family Movies, Dramas","A boy receives a wooden cupboard, antique keys and an Iroquois warrior figurine for his birthday. The figurine comes to life overnight in the cabinet.","Title: The Indian in the Cupboard | Genre: Children & Family Movies, Dramas | Description: A boy receives a wooden cupboard, antique keys and an Iroquois warrior figurine for his birthday. The figurine comes to life overnight in the cabinet."
The Informant!,"Comedies, Dramas","While gathering evidence against his employer to help the FBI build a price-fixing case, Mark Whitacre begins to piece together a fantasy world.","Title: The Informant! | Genre: Comedies, Dramas | Description: While gathering evidence against his employer to help the FBI build a price-fixing case, Mark Whitacre begins to piece together a fantasy world."
The Intent,"Dramas, International Movies, Thrillers","After burgeoning criminal Gunz joins the increasingly violent TIC crew, the gang finds itself dealing with threats from all sides.","Title: The Intent | Genre: Dramas, International Movies, Thrillers | Description: After burgeoning criminal Gunz joins the increasingly violent TIC crew, the gang finds itself dealing with threats from all sides."
The Intent 2: The Come Up,"Dramas, International Movies","During a trip to Jamaica, a London gang targets a disloyal member who has been meeting with rivals. Meanwhile, an undercover cop stands among them.","Title: The Intent 2: The Come Up | Genre: Dramas, International Movies | Description: During a trip to Jamaica, a London gang targets a disloyal member who has been meeting with rivals. Meanwhile, an undercover cop stands among them."
The Invention of Lying,"Comedies, Romantic Movies","In a world where no one fibs, a screenwriter gains fame and fortune – and maybe the girl of his dreams – by saying things that aren't true.","Title: The Invention of Lying | Genre: Comedies, Romantic Movies | Description: In a world where no one fibs, a screenwriter gains fame and fortune – and maybe the girl of his dreams – by saying things that aren't true."
The Investigator: A British Crime Story,"British TV Shows, Crime TV Shows, Docuseries","After 40 years of inconclusive evidence, renowned criminologist Mark Williams-Thomas re-examines a string of mysterious murders.","Title: The Investigator: A British Crime Story | Genre: British TV Shows, Crime TV Shows, Docuseries | Description: After 40 years of inconclusive evidence, renowned criminologist Mark Williams-Thomas re-examines a string of mysterious murders."
The Invitation,"Horror Movies, Independent Movies, Thrillers","A man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions.","Title: The Invitation | Genre: Horror Movies, Independent Movies, Thrillers | Description: A man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions."
The Irish Mob,"Crime TV Shows, Docuseries","This documentary crime series charts the rise of the Irish Mob in America, from urban immigrant poverty to political power and wealth.","Title: The Irish Mob | Genre: Crime TV Shows, Docuseries | Description: This documentary crime series charts the rise of the Irish Mob in America, from urban immigrant poverty to political power and wealth."
The Iron Lady,"Dramas, International Movies","Margaret Thatcher, the first female prime minister of Britain, navigates a career destined to change the rules of leadership and politics.","Title: The Iron Lady | Genre: Dramas, International Movies | Description: Margaret Thatcher, the first female prime minister of Britain, navigates a career destined to change the rules of leadership and politics."
The Jack King Affair,"Documentaries, International Movies",This documentary explores a bold World War II operation in which an MI5 agent infiltrated a fascist network to intercept stolen documents.,"Title: The Jack King Affair | Genre: Documentaries, International Movies | Description: This documentary explores a bold World War II operation in which an MI5 agent infiltrated a fascist network to intercept stolen documents."
The Jaime Maussan Show,"Docuseries, International TV Shows, Spanish-Language TV Shows",Mexican journalist and UFO investigator Jaime Maussan travels the world collecting evidence and firsthand accounts of extraterrestrial phenomena.,"Title: The Jaime Maussan Show | Genre: Docuseries, International TV Shows, Spanish-Language TV Shows | Description: Mexican journalist and UFO investigator Jaime Maussan travels the world collecting evidence and firsthand accounts of extraterrestrial phenomena."
The Jane Austen Book Club,"Comedies, Dramas, Romantic Movies",Six book club members find their lives resemble a modern-day version of Jane Austen's novels in this drama.,"Title: The Jane Austen Book Club | Genre: Comedies, Dramas, Romantic Movies | Description: Six book club members find their lives resemble a modern-day version of Jane Austen's novels in this drama."
The Jungle Book,Kids' TV,"This animated series follows young Mowgli and his animal mentors Bagheera and Baloo, who do their best to protect him from fierce tiger Shere Khan.","Title: The Jungle Book | Genre: Kids' TV | Description: This animated series follows young Mowgli and his animal mentors Bagheera and Baloo, who do their best to protect him from fierce tiger Shere Khan."
The Jungle School,"Dramas, International Movies",An idealistic young woman travels to the jungles of Indonesia to teach literacy – and much more – to local children.,"Title: The Jungle School | Genre: Dramas, International Movies | Description: An idealistic young woman travels to the jungles of Indonesia to teach literacy – and much more – to local children."
The Keeping Hours,"Dramas, Thrillers","Years after the death of their only child and subsequent divorce, a couple discovers that their son's ghost continues to inhabit their former home.","Title: The Keeping Hours | Genre: Dramas, Thrillers | Description: Years after the death of their only child and subsequent divorce, a couple discovers that their son's ghost continues to inhabit their former home."
The Kindness Diaries,Reality TV,"Host Leon Logothetis travels the world with only a vintage motorbike and the kindness of strangers, which he pays back in unexpected, inspiring ways.","Title: The Kindness Diaries | Genre: Reality TV | Description: Host Leon Logothetis travels the world with only a vintage motorbike and the kindness of strangers, which he pays back in unexpected, inspiring ways."
The King's Speech,"Dramas, International Movies","In this biographical drama, Britain's King George VI struggles with an embarrassing stutter until he seeks help from speech therapist Lionel Logue.","Title: The King's Speech | Genre: Dramas, International Movies | Description: In this biographical drama, Britain's King George VI struggles with an embarrassing stutter until he seeks help from speech therapist Lionel Logue."
The L Word,"Romantic TV Shows, TV Dramas",This trailblazing series follows the tangled lives and ever-changing relationships among a close-knit group of lesbians who call Los Angeles home.,"Title: The L Word | Genre: Romantic TV Shows, TV Dramas | Description: This trailblazing series follows the tangled lives and ever-changing relationships among a close-knit group of lesbians who call Los Angeles home."
The Lady in Dignity,"International TV Shows, Korean TV Shows, TV Dramas",The wife of a corporate heir finds her luxurious life overturned by a mysterious woman who joins the household as a caregiver for her father-in-law.,"Title: The Lady in Dignity | Genre: International TV Shows, Korean TV Shows, TV Dramas | Description: The wife of a corporate heir finds her luxurious life overturned by a mysterious woman who joins the household as a caregiver for her father-in-law."
The Lake House,"Dramas, Romantic Movies, Sci-Fi & Fantasy","A lonely doctor begins writing letters to the frustrated architect who lives in her former home, only to discover that they're living two years apart.","Title: The Lake House | Genre: Dramas, Romantic Movies, Sci-Fi & Fantasy | Description: A lonely doctor begins writing letters to the frustrated architect who lives in her former home, only to discover that they're living two years apart."
The Lamb,"Children & Family Movies, Faith & Spirituality",A big-dreaming donkey escapes his menial existence and befriends some free-spirited animal pals in this imaginative retelling of the Nativity Story.,"Title: The Lamb | Genre: Children & Family Movies, Faith & Spirituality | Description: A big-dreaming donkey escapes his menial existence and befriends some free-spirited animal pals in this imaginative retelling of the Nativity Story."
The Land of the Enlightened,"Documentaries, International Movies","In the rugged mountains of Afghanistan, armed bands of young boys survive by scavenging for old land mines, mining lapis lazuli and trading in opium.","Title: The Land of the Enlightened | Genre: Documentaries, International Movies | Description: In the rugged mountains of Afghanistan, armed bands of young boys survive by scavenging for old land mines, mining lapis lazuli and trading in opium."
The Last Days of Chez Nous,"Classic Movies, Dramas",Successful writer Beth's tepid marriage and home life face a new round of challenges when her footloose younger sister arrives for an extended visit.,"Title: The Last Days of Chez Nous | Genre: Classic Movies, Dramas | Description: Successful writer Beth's tepid marriage and home life face a new round of challenges when her footloose younger sister arrives for an extended visit."
The Last Exorcism,"Horror Movies, Independent Movies, Thrillers","Ready to expose his miraculous deeds as mere trickery, a famed evangelist invites a documentary crew to film his final exorcism.","Title: The Last Exorcism | Genre: Horror Movies, Independent Movies, Thrillers | Description: Ready to expose his miraculous deeds as mere trickery, a famed evangelist invites a documentary crew to film his final exorcism."
The Last Face,Dramas,Savage civil war and a dispute over humanitarian assistance threaten to unravel a checkered romance between an aid director and a doctor.,Title: The Last Face | Genre: Dramas | Description: Savage civil war and a dispute over humanitarian assistance threaten to unravel a checkered romance between an aid director and a doctor.
The Last Hangover,"Comedies, International Movies","In this biblical ""Hangover"" spoof, the apostles awaken to find Jesus is missing and must piece together events of the previous night's wild Last Supper.","Title: The Last Hangover | Genre: Comedies, International Movies | Description: In this biblical ""Hangover"" spoof, the apostles awaken to find Jesus is missing and must piece together events of the previous night's wild Last Supper."
The Last Man on the Moon,Documentaries,Astronaut Gene Cernan looks back on the exciting history of NASA's lunar landings and how being the last man to stand on the moon changed his life.,Title: The Last Man on the Moon | Genre: Documentaries | Description: Astronaut Gene Cernan looks back on the exciting history of NASA's lunar landings and how being the last man to stand on the moon changed his life.
The Last Resort,Documentaries,"In the waning days of the 70s, two young photographers document the Jewish retirees who dominated the sunny shores of South Beach.","Title: The Last Resort | Genre: Documentaries | Description: In the waning days of the 70s, two young photographers document the Jewish retirees who dominated the sunny shores of South Beach."
The Last Whistle,"Dramas, Sports Movies","After a star player dies during football practice, his coach’s career and reputation are on the line as he refuses to quit his win-at-all-costs style.","Title: The Last Whistle | Genre: Dramas, Sports Movies | Description: After a star player dies during football practice, his coach’s career and reputation are on the line as he refuses to quit his win-at-all-costs style."
The Legend of 420,Documentaries,"This documentary explores the growing trend of marijuana decriminalization in the U.S. and the use of cannabis in medicine, art, fine dining and more.","Title: The Legend of 420 | Genre: Documentaries | Description: This documentary explores the growing trend of marijuana decriminalization in the U.S. and the use of cannabis in medicine, art, fine dining and more."
The Legend of Michael Mishra,"Comedies, Dramas, International Movies","After a life of crime, a notorious kidnapper tries to change his ways and turn over a new leaf to win the heart of the woman he loves.","Title: The Legend of Michael Mishra | Genre: Comedies, Dramas, International Movies | Description: After a life of crime, a notorious kidnapper tries to change his ways and turn over a new leaf to win the heart of the woman he loves."
The Liar,"Crime TV Shows, International TV Shows, TV Dramas","At the CARE detective agency, investigators see a lot of action but must always keep their cases secret, even when it affects their personal lives.","Title: The Liar | Genre: Crime TV Shows, International TV Shows, TV Dramas | Description: At the CARE detective agency, investigators see a lot of action but must always keep their cases secret, even when it affects their personal lives."
The Little Hours,"Comedies, Independent Movies",Life at a convent takes an unruly turn when three unconventionally opinionated nuns cross paths with a tempting new gardener.,"Title: The Little Hours | Genre: Comedies, Independent Movies | Description: Life at a convent takes an unruly turn when three unconventionally opinionated nuns cross paths with a tempting new gardener."
The Little Mermaid,"Children & Family Movies, Dramas","In this take on the classic tale, a captive circus mermaid transforms the lives of a skeptical journalist and his wide-eyed young sister.","Title: The Little Mermaid | Genre: Children & Family Movies, Dramas | Description: In this take on the classic tale, a captive circus mermaid transforms the lives of a skeptical journalist and his wide-eyed young sister."
The Little Prince,Children & Family Movies,"When an overscheduled girl befriends an eccentric aviator, he regales her with tales about the adventures of an unusual boy who lives on an asteroid.","Title: The Little Prince | Genre: Children & Family Movies | Description: When an overscheduled girl befriends an eccentric aviator, he regales her with tales about the adventures of an unusual boy who lives on an asteroid."
The Lives of Others,"Dramas, International Movies, Thrillers","As a secret police agent eavesdrops on a successful writer in East Germany in 1984, he becomes increasingly fascinated by the man's life and politics.","Title: The Lives of Others | Genre: Dramas, International Movies, Thrillers | Description: As a secret police agent eavesdrops on a successful writer in East Germany in 1984, he becomes increasingly fascinated by the man's life and politics."
The Lizzie Borden Chronicles,"Crime TV Shows, TV Dramas, TV Thrillers","Exonerated in the murder of her father and stepmother, Lizzie Borden takes on crime lords, detectives and other foes as she savors her new infamy.","Title: The Lizzie Borden Chronicles | Genre: Crime TV Shows, TV Dramas, TV Thrillers | Description: Exonerated in the murder of her father and stepmother, Lizzie Borden takes on crime lords, detectives and other foes as she savors her new infamy."
The Lobster,"Comedies, International Movies, Romantic Movies","In a near-future world, single people are hunted and forced to find mates within 45 days, or be turned into animals and banished to the wilderness.","Title: The Lobster | Genre: Comedies, International Movies, Romantic Movies | Description: In a near-future world, single people are hunted and forced to find mates within 45 days, or be turned into animals and banished to the wilderness."
The Lodgers,"Horror Movies, International Movies","Twin siblings live under a curse in their ancestral home, but one of them is tempted to defy house rules, angering the spirits keeping them hostage.","Title: The Lodgers | Genre: Horror Movies, International Movies | Description: Twin siblings live under a curse in their ancestral home, but one of them is tempted to defy house rules, angering the spirits keeping them hostage."
The Long Goodbye: The Kara Tippetts Story,"Documentaries, Faith & Spirituality","Faced with terminal breast cancer, a courageous wife and mother turns her suffering into a resilient message of faith, love and compassion.","Title: The Long Goodbye: The Kara Tippetts Story | Genre: Documentaries, Faith & Spirituality | Description: Faced with terminal breast cancer, a courageous wife and mother turns her suffering into a resilient message of faith, love and compassion."
The Longest Yard,"Classic Movies, Comedies, Sports Movies",Washed-up professional quarterback Paul Crewe is sent to jail and forced to put together an inmate gridiron team to take on a group of prison guards.,"Title: The Longest Yard | Genre: Classic Movies, Comedies, Sports Movies | Description: Washed-up professional quarterback Paul Crewe is sent to jail and forced to put together an inmate gridiron team to take on a group of prison guards."
The Longshots,"Comedies, Dramas, Sports Movies","When an 11-year-old girl becomes Pop Warner football's first female quarterback, she raises eyebrows – till she takes her team to the brink of glory.","Title: The Longshots | Genre: Comedies, Dramas, Sports Movies | Description: When an 11-year-old girl becomes Pop Warner football's first female quarterback, she raises eyebrows – till she takes her team to the brink of glory."
The Look of Silence,"Documentaries, International Movies","In a society terrorized into silence, the brother of a 1960s Indonesian genocide victim learns the identity of his murderers and confronts them.","Title: The Look of Silence | Genre: Documentaries, International Movies | Description: In a society terrorized into silence, the brother of a 1960s Indonesian genocide victim learns the identity of his murderers and confronts them."
The Lord of the Rings: The Return of the King,"Action & Adventure, Sci-Fi & Fantasy","Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor.","Title: The Lord of the Rings: The Return of the King | Genre: Action & Adventure, Sci-Fi & Fantasy | Description: Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor."
The Lord of the Rings: The Two Towers,"Action & Adventure, Sci-Fi & Fantasy","Frodo and Sam head to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin.","Title: The Lord of the Rings: The Two Towers | Genre: Action & Adventure, Sci-Fi & Fantasy | Description: Frodo and Sam head to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin."
The Love Guru,"Comedies, Sports Movies","Raised on an ashram in India, a self-styled love guru returns to his native America to settle a romantic rivalry between two pro hockey players.","Title: The Love Guru | Genre: Comedies, Sports Movies | Description: Raised on an ashram in India, a self-styled love guru returns to his native America to settle a romantic rivalry between two pro hockey players."
The Lovers and the Despot,"Documentaries, International Movies",This firsthand account tells of two kidnapped South Korean movie professionals who became the unwilling personal filmmakers of dictator Kim Jong-il.,"Title: The Lovers and the Despot | Genre: Documentaries, International Movies | Description: This firsthand account tells of two kidnapped South Korean movie professionals who became the unwilling personal filmmakers of dictator Kim Jong-il."
The lynx,"Dramas, International Movies",A priest's duties are tested when a young guerrilla asks for absolution while confessing his plans to murder a local man he believes is a traitor.,"Title: The lynx | Genre: Dramas, International Movies | Description: A priest's duties are tested when a young guerrilla asks for absolution while confessing his plans to murder a local man he believes is a traitor."
The Mad Monk,"Comedies, International Movies, Sci-Fi & Fantasy","To avoid punishment for his misdeeds, an arrogant god accepts a mission to reform three mortals on earth, where he must also contend with a demon.","Title: The Mad Monk | Genre: Comedies, International Movies, Sci-Fi & Fantasy | Description: To avoid punishment for his misdeeds, an arrogant god accepts a mission to reform three mortals on earth, where he must also contend with a demon."
The Magic Pill,Documentaries,"Doctors, farmers, chefs and others weigh in on the controversial ketogenic diet and its potential to eradicate common illnesses.","Title: The Magic Pill | Genre: Documentaries | Description: Doctors, farmers, chefs and others weigh in on the controversial ketogenic diet and its potential to eradicate common illnesses."
The Making of Frozen Planet,"British TV Shows, Docuseries, Science & Nature TV",Documentary crew members brave Earth's most frigid regions to capture the majesty and mystery found in the chillier side of the animal kingdom.,"Title: The Making of Frozen Planet | Genre: British TV Shows, Docuseries, Science & Nature TV | Description: Documentary crew members brave Earth's most frigid regions to capture the majesty and mystery found in the chillier side of the animal kingdom."
The Man Who Would Be Polka King,"Documentaries, Music & Musicals",This irreverent documentary reveals how charming entertainer Jan Lewan bilked investors out of millions in a complicated investment scam.,"Title: The Man Who Would Be Polka King | Genre: Documentaries, Music & Musicals | Description: This irreverent documentary reveals how charming entertainer Jan Lewan bilked investors out of millions in a complicated investment scam."
The Mask of Zorro,"Action & Adventure, Romantic Movies","An aging Zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials.","Title: The Mask of Zorro | Genre: Action & Adventure, Romantic Movies | Description: An aging Zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials."
The Matrix,"Action & Adventure, Sci-Fi & Fantasy","A computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free.","Title: The Matrix | Genre: Action & Adventure, Sci-Fi & Fantasy | Description: A computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free."
The Matrix Reloaded,"Action & Adventure, Sci-Fi & Fantasy","The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix.","Title: The Matrix Reloaded | Genre: Action & Adventure, Sci-Fi & Fantasy | Description: The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix."
The Matrix Revolutions,"Action & Adventure, Sci-Fi & Fantasy",The final installment in the Matrix trilogy finds an unconscious Neo trapped in a subway station in a zone between the Matrix and the machine world.,"Title: The Matrix Revolutions | Genre: Action & Adventure, Sci-Fi & Fantasy | Description: The final installment in the Matrix trilogy finds an unconscious Neo trapped in a subway station in a zone between the Matrix and the machine world."
The Mayo Clinic,Documentaries,A look at how a world-renowned medical institution prioritizes patients' needs and has adapted to healthcare's evolving demands for over 150 years.,Title: The Mayo Clinic | Genre: Documentaries | Description: A look at how a world-renowned medical institution prioritizes patients' needs and has adapted to healthcare's evolving demands for over 150 years.
The Mayor,"Dramas, International Movies","With the presidency in mind, the incumbent mayor of Seoul runs for an unprecedented third term – and will stop at nothing to keep his secrets hidden.","Title: The Mayor | Genre: Dramas, International Movies | Description: With the presidency in mind, the incumbent mayor of Seoul runs for an unprecedented third term – and will stop at nothing to keep his secrets hidden."
"The Memphis Belle: A Story of a
Flying Fortress","Classic Movies, Documentaries",This documentary centers on the crew of the B-17 Flying Fortress Memphis Belle as it prepares to execute a strategic bombing mission over Germany.,"Title: The Memphis Belle: A Story of a
Flying Fortress | Genre: Classic Movies, Documentaries | Description: This documentary centers on the crew of the B-17 Flying Fortress Memphis Belle as it prepares to execute a strategic bombing mission over Germany."
The Men Who Stare at Goats,Comedies,"A journalist latches onto an unbelievable story in Iraq when he meets Lyn, a man of mysterious origins who reveals he was a ""warrior monk.""","Title: The Men Who Stare at Goats | Genre: Comedies | Description: A journalist latches onto an unbelievable story in Iraq when he meets Lyn, a man of mysterious origins who reveals he was a ""warrior monk."""
The Messengers,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",A group of strangers who are killed by a mysterious object soon come back to life and learn they have been chosen to prevent the apocalypse.,"Title: The Messengers | Genre: TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy | Description: A group of strangers who are killed by a mysterious object soon come back to life and learn they have been chosen to prevent the apocalypse."
The Mind of a Chef,Docuseries,Producer and narrator Anthony Bourdain explores the creative processes of international celebrity chefs to learn what fuels their culinary artistry.,Title: The Mind of a Chef | Genre: Docuseries | Description: Producer and narrator Anthony Bourdain explores the creative processes of international celebrity chefs to learn what fuels their culinary artistry.
The Minimighty Kids,"Kids' TV, TV Comedies","Some have big feet or a sniffly nose, others are clumsy or too sweaty – but these kids soon discover their mini problems can become superpowers.","Title: The Minimighty Kids | Genre: Kids' TV, TV Comedies | Description: Some have big feet or a sniffly nose, others are clumsy or too sweaty – but these kids soon discover their mini problems can become superpowers."
